position	value	codepoint	char
808	113798	U+A345	ꍅ
809	4473	U+1E047	𞁇
810	109259	U+1780D	𗠍
811	117852	U+55F8	嗸
812	91144	U+8DF6	跶
813	7469	U+D3F0	폰
814	25841	U+115C7	𑗇
815	100519	U+27C50	𧱐
816	95267	U+2BB02	𫬂
817	78530	U+91F2	釲
818	124261	U+5131	儱
819	59034	U+17D30	𗴰
820	4385	U+BBC4	믄
821	133701	U+17BD2	𗯒
822	57000	U+2D995	𭦕
823	28684	U+2AD95	𪶕
824	111566	U+24483	𤒃
825	76765	U+1FA9F	🪟
826	129342	U+6141	慁
827	90275	U+22427	𢐧
828	22197	U+38A8	㢨
829	142665	U+9C3E	鰾
830	50699	U+1819D	𘆝
831	13455	U+B277	뉷
832	44335	U+2E02B	𮀫
833	16897	U+0F24	༤
834	11518	U+1E4D8	𞓘
835	82967	U+6A21	模
836	46873	U+1B22A	𛈪
837	42680	U+20ECD	𠻍
838	60304	U+8EF9	軹
839	110277	U+214F2	𡓲
840	7354	U+3121	ㄡ
841	16196	U+8A03	訃
842	146407	U+4A89	䪉
843	109243	U+1726D	𗉭
844	46367	U+104E	၎
845	23586	U+BBAF	뮯
846	42086	U+26A25	𦨥
847	8506	U+02CA	ˊ
848	57837	U+12466	𒑦
849	96827	U+2DCFC	𭳼
850	29510	U+262E8	𦋨
851	13145	U+2A825	𪠥
852	108841	U+4AA7	䪧
853	32312	U+2AA2D	𪨭
854	55159	U+3040A	𰐊
855	77532	U+2E86E	𮡮
856	55162	U+309C9	𰧉
857	52738	U+A3FD	ꏽ
858	28134	U+13123	𓄣
859	147930	U+1F0A4	🂤
860	98026	U+173DB	𗏛
861	69990	U+31506	𱔆
862	31075	U+74E8	瓨
863	115888	U+287D9	𨟙
864	95536	U+2819B	𨆛
865	50501	U+D64A	홊
866	57901	U+30169	𰅩
867	86934	U+2D7CE	𭟎
868	144981	U+106D0	𐛐
869	140720	U+FBC1	﯁
870	117294	U+21116	𡄖
871	36994	U+1E91D	𞤝
872	137014	U+31A9E	𱪞
873	100263	U+300B9	𰂹
874	53158	U+BE87	뺇
875	68427	U+20EF3	𠻳
876	69291	U+24850	𤡐
877	37778	U+AE7C	깼
878	93	U+0F0D	།
879	15466	U+7949	祉
880	144451	U+177D6	𗟖
881	94398	U+268AF	𦢯
882	131283	U+26625	𦘥
883	52276	U+22805	𢠅
884	27404	U+23074	𣁴
885	18302	U+2F952	𥘦
886	38424	U+11107	𑄇
887	2907	U+2A3D	⨽
888	22290	U+B2C0	닀
